,#,Dátum,Év,Város,Utca,Keresztutca,Kimenetel,Baleset típus,Ok-csoport,Ok,LAT,LON,Meghaltak,Súlyos,Könnyű,Résztvevők száma,Baleset típus főcsoport,Súlyosság,geometry
728,12966,2015-11-17,2015,Budapest VIII. kerület,népszínház utca,,könnyű sérüléses,"Egyéb, azonos irányba haladó kanyarodó járművek  ütközése.","irányváltoztatási, haladási, bekanyarodási hiba",követés távolság be nem tartása,47.4952472222222,19.0748111111111,0,0,1,2,jármű-jármű,1.0,POINT (19.0748111111111 47.4952472222222)
729,12991,2015-11-19,2015,Budapest VIII. kerület,diószegi sámuel utca,kőris utca,könnyű sérüléses,"Keresztirányból érkező, egyenesen haladó járművek ütközése",elsőbbség meg nem adása,a közúti jelzőtáblák utasítása ellenére,47.4809777777778,19.0933972222222,0,0,1,2,jármű-jármű,1.0,POINT (19.0933972222222 47.4809777777778)
730,13003,2015-11-20,2015,Budapest VIII. kerület,vajda péter utca,,súlyos sérüléses,Gyalogos elütése útkereszteződésen kívül,gyalogosok hibája,"vigyázatlan, hirtelen lelépés az úttestre",47.4845333333333,19.0966472222222,0,2,0,2,gyalogos,10.0,POINT (19.0966472222222 47.4845333333333)
731,13008,2015-11-21,2015,Budapest VIII. kerület,józsef körút,,súlyos sérüléses,"Gyalogos elütése nem útkereszteződésben, kijelölt gyalogos-átkelőhelyen",gyalogosok hibája,tilos jelzésen való áthaladás,47.4956222222222,19.0707,0,1,0,2,gyalogos,5.0,POINT (19.0707 47.4956222222222)
732,13041,2015-11-25,2015,Budapest VIII. kerület,orczy tér,,súlyos sérüléses,"Gyalogos elütése nem útkereszteződésben, kijelölt gyalogos-átkelőhelyen",elsőbbség meg nem adása,a gyalogosnak kanyarodáskor,47.48895,19.0918138888889,0,1,0,1,gyalogos,5.0,POINT (19.0918138888889 47.48895)
733,13055,2015-11-26,2015,Budapest VIII. kerület,hungária körút,,könnyű sérüléses,"Egyéb, azonos irányba haladó kanyarodó járművek  ütközése.",sebesség nem megfelelő alkalmazása,"az útviszonyokhoz (az út vonalvezetéséhez, útburkolat minőségéhez)",47.4895166666667,19.1087388888889,0,0,1,2,jármű-jármű,1.0,POINT (19.1087388888889 47.4895166666667)
734,13132,2015-12-04,2015,Budapest VIII. kerület,múzeum körút,rákóczi út,súlyos sérüléses,Egyéb közlekedési baleset gyalogossal,gyalogosok hibája,tilos jelzésen való áthaladás,47.4931166666667,19.06075,0,1,0,2,gyalogos,5.0,POINT (19.06075 47.4931166666667)
735,13155,2015-12-07,2015,Budapest VIII. kerület,baross utca,kálvária tér,könnyű sérüléses,"Szembe haladó járművek ütközése útkereszteződésben, az egyik résztvevő BALRA kanyarodik","irányváltoztatási, haladási, bekanyarodási hiba",a balra kanyarodó jármű vezetője a  szemben egyenesen haladó és jobbra kanyarodó járműnek nem biztosított elsőbbséget,47.4893888888889,19.0781444444444,0,0,1,2,jármű-jármű,1.0,POINT (19.0781444444444 47.4893888888889)
736,13171,2015-12-09,2015,Budapest VIII. kerület,kőbányai út,,könnyű sérüléses,Gyalogos elütése útkereszteződésen kívül,elsőbbség meg nem adása,a forgalomba való bekapcsolódáskor,47.4866722222222,19.1070472222222,0,0,1,1,gyalogos,1.0,POINT (19.1070472222222 47.4866722222222)
737,13198,2015-12-11,2015,Budapest VIII. kerület,kőris utca,diószegi sámuel utca,könnyű sérüléses,Gyalogos elütése útkereszteződésen kívül,elsőbbség meg nem adása,a gyalogosnak kanyarodáskor,47.4872194444444,19.0887777777778,0,0,1,1,gyalogos,1.0,POINT (19.0887777777778 47.4872194444444)
738,13208,2015-12-14,2015,Budapest VIII. kerület,üllői út,,súlyos sérüléses,"Pályaelhagyás járművel egyenes úton, a menetirány szerinti BAL oldalon",sebesség nem megfelelő alkalmazása,az időjárási és látási viszonyokhoz,47.4800083333333,19.0865722222222,0,1,1,1,egy jármű,6.0,POINT (19.0865722222222 47.4800083333333)
739,13226,2015-12-14,2015,Budapest VIII. kerület,rákóczi út,,könnyű sérüléses,Egyéb közlekedési baleset gyalogossal,gyalogosok hibája,"vigyázatlan, hirtelen lelépés az úttestre",47.4974361111111,19.0717083333333,0,0,1,2,gyalogos,1.0,POINT (19.0717083333333 47.4974361111111)
740,13269,2015-12-18,2015,Budapest VIII. kerület,rákóczi út,józsef körút,könnyű sérüléses,"Keresztirányból érkező, egyenesen haladó járművek ütközése",egyéb,"rendőr, vagy lámpa jelzésre nem állt  meg",47.4970777777778,19.0704333333333,0,0,1,2,jármű-jármű,1.0,POINT (19.0704333333333 47.4970777777778)
741,13360,2016-01-04,2016,Budapest VIII. kerület,rákóczi út,,könnyű sérüléses,Gyalogos elütése útkereszteződésen kívül,gyalogosok hibája,"álló jármű vagy oszlop (fa, egyéb akadály) előtt való áthaladás",47.4956666666667,19.0656388888889,0,0,1,2,gyalogos,1.0,POINT (19.0656388888889 47.4956666666667)
742,13399,2016-01-11,2016,Budapest VIII. kerület,orczy út,,könnyű sérüléses,"Gyalogos elütése nem útkereszteződésben, kijelölt gyalogos-átkelőhelyen",gyalogosok hibája,tilos jelzésen való áthaladás,47.4856111111111,19.0927194444444,0,0,1,2,gyalogos,1.0,POINT (19.0927194444444 47.4856111111111)
743,13405,2016-01-11,2016,Budapest VIII. kerület,fiumei út,,könnyű sérüléses,Gyalogos elütése útkereszteződésben kijelölt gyalogos-átkelőhelyen,gyalogosok hibája,tilos jelzésen való áthaladás,47.4977138888889,19.082,0,0,1,3,gyalogos,1.0,POINT (19.082 47.4977138888889)
744,13413,2016-01-13,2016,Budapest VIII. kerület,orczy út,,könnyű sérüléses,"Pályaelhagyás járművel egyenes úton, menetirány szerinti JOBB oldalon",sebesség nem megfelelő alkalmazása,"az útviszonyokhoz (az út vonalvezetéséhez, útburkolat minőségéhez)",47.4868722222222,19.0927388888889,0,0,2,1,egy jármű,2.0,POINT (19.0927388888889 47.4868722222222)
745,13484,2016-01-21,2016,Budapest VIII. kerület,népszínház utca,,könnyű sérüléses,Egyéb közlekedési baleset gyalogossal,gyalogosok hibája,"álló jármű vagy oszlop (fa, egyéb akadály) előtt való áthaladás",47.4944722222222,19.0784416666667,0,0,1,2,gyalogos,1.0,POINT (19.0784416666667 47.4944722222222)
746,13514,2016-01-25,2016,Budapest VIII. kerület,kálvária tér,illés utca,könnyű sérüléses,"Keresztirányból érkező, egyenesen haladó járművek ütközése",egyéb,"rendőr, vagy lámpa jelzésre nem állt  meg",47.48895,19.0854277777778,0,0,1,3,jármű-jármű,1.0,POINT (19.0854277777778 47.48895)
747,13521,2016-01-26,2016,Budapest VIII. kerület,józsef körút,baross utca,könnyű sérüléses,"Keresztirányból érkező, egyenesen haladó járművek ütközése",egyéb,"rendőr, vagy lámpa jelzésre nem állt  meg",47.4927416666667,19.0710083333333,0,0,1,4,jármű-jármű,1.0,POINT (19.0710083333333 47.4927416666667)
748,13577,2016-02-02,2016,Budapest VIII. kerület,teleki lászló tér,,könnyű sérüléses,"Gyalogos elütése nem útkereszteződésben, kijelölt gyalogos-átkelőhelyen",elsőbbség meg nem adása,gyalogosoknak kijelölt gyalogátkelőhelyen,47.4935805555556,19.0823388888889,0,0,1,1,gyalogos,1.0,POINT (19.0823388888889 47.4935805555556)
749,13578,2016-02-02,2016,Budapest VIII. kerület,rákóczi út,,könnyű sérüléses,Egyéb közlekedési baleset gyalogossal,gyalogosok hibája,tilos jelzésen való áthaladás,47.4929694444444,19.0711222222222,0,0,1,2,gyalogos,1.0,POINT (19.0711222222222 47.4929694444444)
750,13612,2016-02-03,2016,Budapest VIII. kerület,kerepesi út,,könnyű sérüléses,"Szembe haladó járművek ütközése útkereszteződésben, mindkét résztvevő BALRA kanyarodik",egyéb,"rendőr, vagy lámpa jelzésre nem állt  meg",47.4996666666667,19.0903888888889,0,0,1,2,jármű-jármű,1.0,POINT (19.0903888888889 47.4996666666667)
751,13642,2016-02-07,2016,Budapest VIII. kerület,baross utca,,könnyű sérüléses,"Szembe haladó járművek ütközése útkereszteződésben, az egyik résztvevő BALRA kanyarodik","irányváltoztatási, haladási, bekanyarodási hiba",a balra kanyarodó jármű vezetője a  szemben egyenesen haladó és jobbra kanyarodó járműnek nem biztosított elsőbbséget,47.4894805555556,19.0772166666667,0,0,1,2,jármű-jármű,1.0,POINT (19.0772166666667 47.4894805555556)
752,13652,2016-02-08,2016,Budapest VIII. kerület,kőbányai út,,könnyű sérüléses,ütközés két jármű egyidejű forgalmi sávváltása közben,elsőbbség meg nem adása,a közúti jelzőtáblák utasítása ellenére,47.4865555555556,19.1074972222222,0,0,1,2,jármű-jármű,1.0,POINT (19.1074972222222 47.4865555555556)
753,13658,2016-02-08,2016,Budapest VIII. kerület,teleki lászló tér,,könnyű sérüléses,Gyalogos elütése útkereszteződésben kijelölt gyalogos-átkelőhelyen,elsőbbség meg nem adása,gyalogosoknak kijelölt gyalogátkelőhelyen,47.49355,19.0824111111111,0,0,1,1,gyalogos,1.0,POINT (19.0824111111111 47.49355)
754,13666,2016-02-10,2016,Budapest VIII. kerület,józsef körút,,súlyos sérüléses,"Gyalogos elütése nem útkereszteződésben, kijelölt gyalogos-átkelőhelyen",gyalogosok hibája,tilos jelzésen való áthaladás,47.4911277777778,19.0709916666667,0,1,0,2,gyalogos,5.0,POINT (19.0709916666667 47.4911277777778)
755,13678,2016-02-11,2016,Budapest VIII. kerület,rákóczi út,józsef körút,könnyű sérüléses,ütközés tolató járművel,"irányváltoztatási, haladási, bekanyarodási hiba",szabálytalan hátramenet,47.4966083333333,19.0687472222222,0,0,1,2,jármű-jármű,1.0,POINT (19.0687472222222 47.4966083333333)
756,13681,2016-02-12,2016,Budapest VIII. kerület,kerepesi út,,súlyos sérüléses,"Pályaelhagyás járművel egyenes úton, a menetirány szerinti BAL oldalon",sebesség nem megfelelő alkalmazása,"az útviszonyokhoz (az út vonalvezetéséhez, útburkolat minőségéhez)",47.499525,19.0844166666667,0,2,0,1,egy jármű,10.0,POINT (19.0844166666667 47.499525)
757,13698,2016-02-14,2016,Budapest VIII. kerület,baross tér,,könnyű sérüléses,Azonos irányból érkező járművek ütközése a külső sávban haladó jármű BALRA kanyarodik,"irányváltoztatási, haladási, bekanyarodási hiba",forgalmi sáv szabálytalan változtatása,47.4995277777778,19.0821388888889,0,0,1,2,jármű-jármű,1.0,POINT (19.0821388888889 47.4995277777778)
758,13748,2016-02-19,2016,Budapest VIII. kerület,baross tér,verseny utca,könnyű sérüléses,"Keresztirányból érkező, egyenesen haladó járművek ütközése",elsőbbség meg nem adása,a közúti jelzőtáblák utasítása ellenére,47.4996111111111,19.0819972222222,0,0,1,2,jármű-jármű,1.0,POINT (19.0819972222222 47.4996111111111)
759,13756,2016-02-20,2016,Budapest VIII. kerület,józsef utca,józsef körút,könnyű sérüléses,"Azonos irányból érkező járművek ütközése útkereszteződésben, az egyik jármű JOBBRA kanyarodik",egyéb,"rendőr, vagy lámpa jelzésre nem állt  meg",47.4905277777778,19.0708888888889,0,0,2,2,jármű-jármű,2.0,POINT (19.0708888888889 47.4905277777778)
760,13766,2016-02-21,2016,Budapest VIII. kerület,fiumei út,légszesz utca,könnyű sérüléses,"Keresztirányból érkező járművek ütközése, az egyik jármű BALRA  kanyarodik.","irányváltoztatási, haladási, bekanyarodási hiba",a balra kanyarodó jármű vezetője a  szemben egyenesen haladó és jobbra kanyarodó járműnek nem biztosított elsőbbséget,47.4956861111111,19.0842722222222,0,0,2,2,jármű-jármű,2.0,POINT (19.0842722222222 47.4956861111111)
761,13784,2016-02-23,2016,Budapest VIII. kerület,nap utca,futó utca,súlyos sérüléses,"Keresztirányból érkező, egyenesen haladó járművek ütközése",elsőbbség meg nem adása,a jobbról érkező járműnek,47.4878444444444,19.0763944444444,0,1,0,2,jármű-jármű,5.0,POINT (19.0763944444444 47.4878444444444)
762,13820,2016-02-27,2016,Budapest VIII. kerület,kerepesi út,,könnyű sérüléses,"Utoléréses baleset két vagy több résztvevővel, az egyik megállt","irányváltoztatási, haladási, bekanyarodási hiba",követés távolság be nem tartása,47.499525,19.0844166666667,0,0,2,3,jármű-jármű,2.0,POINT (19.0844166666667 47.499525)
763,13837,2016-02-29,2016,Budapest VIII. kerület,üllői út,,könnyű sérüléses,"Várakozó járműnek ütközés egyenes úton, két vagy több résztvevővel, legalább az egyik előz vagy forgalmi sávot vált",egyéb,"figyelmetlen, gondatlan vezetés",47.4883055555556,19.0643666666667,0,0,1,2,jármű-jármű,1.0,POINT (19.0643666666667 47.4883055555556)
764,13847,2016-03-01,2016,Budapest VIII. kerület,népszínház utca,,súlyos sérüléses,"Gyalogos elütése az úttesten, tömegközlekedési jármű megállójában",gyalogosok hibája,"álló jármű vagy oszlop (fa, egyéb akadály) előtt való áthaladás",47.4949722222222,19.0764138888889,0,1,0,2,gyalogos,5.0,POINT (19.0764138888889 47.4949722222222)
765,13871,2016-03-04,2016,Budapest VIII. kerület,baross utca,,könnyű sérüléses,Egyéb közlekedési baleset gyalogossal,gyalogosok hibája,tilos jelzésen való áthaladás,47.4892222222222,19.0876388888889,0,0,1,2,gyalogos,1.0,POINT (19.0876388888889 47.4892222222222)
766,13872,2016-03-05,2016,Budapest VIII. kerület,kálvária tér,,könnyű sérüléses,"Pályaelhagyás járművel egyenes úton, menetirány szerinti JOBB oldalon",sebesség nem megfelelő alkalmazása,"az útviszonyokhoz (az út vonalvezetéséhez, útburkolat minőségéhez)",47.4892972222222,19.0851972222222,0,0,1,1,egy jármű,1.0,POINT (19.0851972222222 47.4892972222222)
767,13916,2016-03-11,2016,Budapest VIII. kerület,fiumei út,,súlyos sérüléses,Egyéb közlekedési baleset gyalogossal,egyéb,egyéb,47.4958888888889,19.0836083333333,0,1,0,1,gyalogos,5.0,POINT (19.0836083333333 47.4958888888889)
768,13938,2016-03-15,2016,Budapest VIII. kerület,üllői út,haller utca,könnyű sérüléses,Azonos irányból érkező járművek ütközése az egyik jármű megfordul,"irányváltoztatási, haladási, bekanyarodási hiba",szabálytalan megfordulás,47.4793055555556,19.0888027777778,0,0,1,2,jármű-jármű,1.0,POINT (19.0888027777778 47.4793055555556)
769,13942,2016-03-15,2016,Budapest VIII. kerület,ii. jános pál pápa tér,,súlyos sérüléses,Gyalogos elütése útkereszteződésben nem kijelölt gyalogos-átkelőhelyen,elsőbbség meg nem adása,a gyalogosnak kanyarodáskor,47.4980833333333,19.0793305555556,0,1,0,1,gyalogos,5.0,POINT (19.0793305555556 47.4980833333333)
770,13967,2016-03-19,2016,Budapest VIII. kerület,hungária körút,,könnyű sérüléses,"Pályaelhagyás járművel egyenes úton, menetirány szerinti JOBB oldalon",sebesség nem megfelelő alkalmazása,"az útviszonyokhoz (az út vonalvezetéséhez, útburkolat minőségéhez)",47.4915138888889,19.1087555555556,0,0,1,1,egy jármű,1.0,POINT (19.1087555555556 47.4915138888889)
771,14000,2016-03-23,2016,Budapest VIII. kerület,baross utca,,könnyű sérüléses,Egyéb közlekedési baleset gyalogossal,gyalogosok hibája,"álló jármű vagy oszlop (fa, egyéb akadály) előtt való áthaladás",47.4892777777778,19.0789777777778,0,0,1,2,gyalogos,1.0,POINT (19.0789777777778 47.4892777777778)
772,14008,2016-03-24,2016,Budapest VIII. kerület,fiumei út,,könnyű sérüléses,"Szembe haladó járművek ütközése útkereszteződésben, az egyik résztvevő BALRA kanyarodik","irányváltoztatási, haladási, bekanyarodási hiba",a balra kanyarodó jármű vezetője a  szemben egyenesen haladó és jobbra kanyarodó járműnek nem biztosított elsőbbséget,47.4947611111111,19.0853166666667,0,0,1,2,jármű-jármű,1.0,POINT (19.0853166666667 47.4947611111111)
773,14010,2016-03-24,2016,Budapest VIII. kerület,népszínház utca,tolnai lajos utca,könnyű sérüléses,Gyalogos elütése útkereszteződésben nem kijelölt gyalogos-átkelőhelyen,elsőbbség meg nem adása,a gyalogosnak kanyarodáskor,47.4946722222222,19.0774666666667,0,0,1,1,gyalogos,1.0,POINT (19.0774666666667 47.4946722222222)
774,14047,2016-03-30,2016,Budapest VIII. kerület,múzeum körút,,súlyos sérüléses,"Utoléréses baleset két vagy több résztvevővel, az egyik megállt","irányváltoztatási, haladási, bekanyarodási hiba",követés távolság be nem tartása,47.4923777777778,19.0611444444444,0,1,1,2,jármű-jármű,6.0,POINT (19.0611444444444 47.4923777777778)
775,14096,2016-04-04,2016,Budapest VIII. kerület,józsef körút,,könnyű sérüléses,Gyalogos elütése útkereszteződésen kívül,gyalogosok hibája,"vigyázatlan, hirtelen lelépés az úttestre",47.4911277777778,19.0709916666667,0,0,1,2,gyalogos,1.0,POINT (19.0709916666667 47.4911277777778)
776,14099,2016-04-05,2016,Budapest VIII. kerület,fiumei út,alföldi utca,könnyű sérüléses,"Keresztirányból érkező járművek ütközése, az egyik jármű BALRA  kanyarodik.",egyéb,"rendőr, vagy lámpa jelzésre nem állt  meg",47.4956861111111,19.0842722222222,0,0,1,2,jármű-jármű,1.0,POINT (19.0842722222222 47.4956861111111)
777,14108,2016-04-06,2016,Budapest VIII. kerület,kőbányai út,könyves kálmán körút,súlyos sérüléses,Gyalogos elütése útkereszteződésben kijelölt gyalogos-átkelőhelyen,gyalogosok hibája,tilos jelzésen való áthaladás,47.4887361111111,19.0965388888889,0,1,1,2,gyalogos,6.0,POINT (19.0965388888889 47.4887361111111)
778,14121,2016-04-06,2016,Budapest VIII. kerület,orczy út,kőris utca,könnyű sérüléses,"Egyéb keresztirányból érkező, kanyarodó járműütközések",elsőbbség meg nem adása,a közúti jelzőtáblák utasítása ellenére,47.47948611111111,19.0903305555556,0,0,1,2,jármű-jármű,1.0,POINT (19.0903305555556 47.47948611111111)
779,14150,2016-04-09,2016,Budapest VIII. kerület,józsef körút,,könnyű sérüléses,Menetirány szerint a JOBB oldalon várakozó járműnek ütközés,sebesség nem megfelelő alkalmazása,"az útviszonyokhoz (az út vonalvezetéséhez, útburkolat minőségéhez)",47.4944527777778,19.0708472222222,0,0,1,1,jármű-jármű,1.0,POINT (19.0708472222222 47.4944527777778)
780,14171,2016-04-11,2016,Budapest VIII. kerület,horváth mihály tér,,súlyos sérüléses,Gyalogos elütése útkereszteződésen kívül,gyalogosok hibája,"vigyázatlan, hirtelen lelépés az úttestre",47.48928888888891,19.0743527777778,0,1,0,2,gyalogos,5.0,POINT (19.0743527777778 47.48928888888891)
781,14214,2016-04-15,2016,Budapest VIII. kerület,józsef utca,tolnai lajos utca,könnyű sérüléses,Gyalogos elütése útkereszteződésben nem kijelölt gyalogos-átkelőhelyen,elsőbbség meg nem adása,a gyalogosnak kanyarodáskor,47.4920777777778,19.0780722222222,0,0,1,1,gyalogos,1.0,POINT (19.0780722222222 47.4920777777778)
782,14233,2016-04-18,2016,Budapest VIII. kerület,baross utca,szigetvári utca,halálos,ütközés JOBBRÓL elinduló járművel,egyéb,megfelelő oldaltávolság hiánya,47.4893888888889,19.0781388888889,1,0,0,2,jármű-jármű,20.0,POINT (19.0781388888889 47.4893888888889)
783,14272,2016-04-21,2016,Budapest VIII. kerület,népszínház utca,,súlyos sérüléses,Utasbalesetek,egyéb,egyéb,47.4939527777778,19.080625,0,1,0,2,utasbaleset,5.0,POINT (19.080625 47.4939527777778)
784,14283,2016-04-22,2016,Budapest VIII. kerület,baross utca,,súlyos sérüléses,"Pályaelhagyás járművel egyenes úton, menetirány szerinti JOBB oldalon",sebesség nem megfelelő alkalmazása,egyéb,47.4888111111111,19.0831666666667,0,1,0,1,egy jármű,5.0,POINT (19.0831666666667 47.4888111111111)
785,14285,2016-04-23,2016,Budapest VIII. kerület,hős utca,,könnyű sérüléses,"Pályaelhagyás járművel kanyarban, a menetirány szerinti JOBB oldalon",sebesség nem megfelelő alkalmazása,"az útviszonyokhoz (az út vonalvezetéséhez, útburkolat minőségéhez)",47.4959166666667,19.1040527777778,0,0,1,1,egy jármű,1.0,POINT (19.1040527777778 47.4959166666667)
786,14290,2016-04-23,2016,Budapest VIII. kerület,bérkocsis utca,auróra utca,könnyű sérüléses,"Keresztirányból érkező, egyenesen haladó járművek ütközése",elsőbbség meg nem adása,a jobbról érkező járműnek,47.4935805555556,19.0710472222222,0,0,1,2,jármű-jármű,1.0,POINT (19.0710472222222 47.4935805555556)
787,14292,2016-04-24,2016,Budapest VIII. kerület,rákóczi út,márkus emília utca,könnyű sérüléses,"Pályaelhagyás járművel egyenes úton, menetirány szerinti JOBB oldalon",sebesség nem megfelelő alkalmazása,"az útviszonyokhoz (az út vonalvezetéséhez, útburkolat minőségéhez)",47.4954472222222,19.0644916666667,0,0,1,1,egy jármű,1.0,POINT (19.0644916666667 47.4954472222222)
788,14304,2016-04-25,2016,Budapest VIII. kerület,józsef körút,,könnyű sérüléses,"Egyéb, azonos irányba haladó kanyarodó járművek  ütközése.",sebesség nem megfelelő alkalmazása,"az útviszonyokhoz (az út vonalvezetéséhez, útburkolat minőségéhez)",47.4938555555556,19.0711194444444,0,0,2,2,jármű-jármű,2.0,POINT (19.0711194444444 47.4938555555556)
789,14309,2016-04-26,2016,Budapest VIII. kerület,karácsony sándor utca,,könnyű sérüléses,Gyalogos elütése útkereszteződésen kívül,"irányváltoztatási, haladási, bekanyarodási hiba",szabálytalan hátramenet,47.4922861111111,19.0835305555556,0,0,1,1,gyalogos,1.0,POINT (19.0835305555556 47.4922861111111)
790,14324,2016-04-27,2016,Budapest VIII. kerület,fiumei út,,könnyű sérüléses,"Utoléréses baleset két vagy több résztvevővel, az egyik megállt","irányváltoztatási, haladási, bekanyarodási hiba",követés távolság be nem tartása,47.4896638888889,19.0910194444444,0,0,1,2,jármű-jármű,1.0,POINT (19.0910194444444 47.4896638888889)
791,14342,2016-04-29,2016,Budapest VIII. kerület,baross utca,,súlyos sérüléses,Gyalogos elütése útkereszteződésen kívül,gyalogosok hibája,"vigyázatlan, hirtelen lelépés az úttestre",47.4893888888889,19.0781444444444,0,1,0,2,gyalogos,5.0,POINT (19.0781444444444 47.4893888888889)
792,14346,2016-04-29,2016,Budapest VIII. kerület,illés utca,,könnyű sérüléses,ütközés JOBBRÓL történő előzés közben,egyéb,megfelelő oldaltávolság hiánya,47.4868333333333,19.0850472222222,0,0,1,2,jármű-jármű,1.0,POINT (19.0850472222222 47.4868333333333)
793,14370,2016-05-02,2016,Budapest VIII. kerület,orczy út,,könnyű sérüléses,Utoléréses ütközés két vagy több mozgásban lévő résztvevővel,"irányváltoztatási, haladási, bekanyarodási hiba",követés távolság be nem tartása,47.4806944444444,19.0931638888889,0,0,1,2,jármű-jármű,1.0,POINT (19.0931638888889 47.4806944444444)
794,14395,2016-05-04,2016,Budapest VIII. kerület,népszínház utca,fecske utca,könnyű sérüléses,"Keresztirányból érkező járművek ütközése, az egyik jármű BALRA  kanyarodik.",elsőbbség meg nem adása,a közúti jelzőtáblák utasítása ellenére,47.49525,19.0748027777778,0,0,1,2,jármű-jármű,1.0,POINT (19.0748027777778 47.49525)
795,14401,2016-05-04,2016,Budapest VIII. kerület,népszínház utca,,könnyű sérüléses,Egyéb közlekedési baleset gyalogossal,gyalogosok hibája,"vigyázatlan, hirtelen lelépés az úttestre",47.4951055555556,19.0755111111111,0,0,1,2,gyalogos,1.0,POINT (19.0755111111111 47.4951055555556)
796,14417,2016-05-06,2016,Budapest VIII. kerület,népszínház utca,,súlyos sérüléses,Egyéb egyjárműves (magányos) közlekedési baleset,egyéb,"figyelmetlen, gondatlan vezetés",47.4946722222222,19.0774666666667,0,1,0,1,egy jármű,5.0,POINT (19.0774666666667 47.4946722222222)
797,14425,2016-05-06,2016,Budapest VIII. kerület,orczy út,fiumei út,súlyos sérüléses,Gyalogos elütése útkereszteződésben kijelölt gyalogos-átkelőhelyen,egyéb,"rendőr, vagy lámpa jelzésre nem állt  meg",47.4896944444444,19.0909416666667,0,1,1,2,gyalogos,6.0,POINT (19.0909416666667 47.4896944444444)
798,14524,2016-05-14,2016,Budapest VIII. kerület,luther utca,,súlyos sérüléses,ütközés JOBBRÓL történő előzés közben,egyéb,egyéb,47.4980444444444,19.0755166666667,0,1,0,2,jármű-jármű,5.0,POINT (19.0755166666667 47.4980444444444)
799,14546,2016-05-17,2016,Budapest VIII. kerület,kerepesi út,,könnyű sérüléses,"Utoléréses baleset két vagy több résztvevővel, az egyik megállt","irányváltoztatási, haladási, bekanyarodási hiba",követés távolság be nem tartása,47.499525,19.0844166666667,0,0,1,2,jármű-jármű,1.0,POINT (19.0844166666667 47.499525)
800,14601,2016-05-23,2016,Budapest VIII. kerület,józsef körút,,könnyű sérüléses,Gyalogos elütése útkereszteződésben kijelölt gyalogos-átkelőhelyen,gyalogosok hibája,tilos jelzésen való áthaladás,47.4927416666667,19.0710083333333,0,0,1,2,gyalogos,1.0,POINT (19.0710083333333 47.4927416666667)
801,14604,2016-05-23,2016,Budapest VIII. kerület,orczy út,golgota tér,könnyű sérüléses,"Keresztirányból érkező, azonos irányba továbbhaladó  járművek ütközése, az egyik jármű JOBBRA  kanyarodik","irányváltoztatási, haladási, bekanyarodási hiba","jobbra kis ívű, balra nagy ívű kanyarodási szabály megszegése",47.4865944444444,19.0927944444444,0,0,1,2,jármű-jármű,1.0,POINT (19.0927944444444 47.4865944444444)
802,14621,2016-05-25,2016,Budapest VIII. kerület,józsef körút,,könnyű sérüléses,Azonos irányból érkező járművek ütközése a belső sávban haladó jármű JOBBRA kanyarodik,"irányváltoztatási, haladási, bekanyarodási hiba",forgalmi sáv szabálytalan változtatása,47.4929583333333,19.0710277777778,0,0,1,3,jármű-jármű,1.0,POINT (19.0710277777778 47.4929583333333)
803,14638,2016-05-27,2016,Budapest VIII. kerület,orczy út,,súlyos sérüléses,Egyéb közlekedési baleset gyalogossal,gyalogosok hibája,"álló jármű vagy oszlop (fa, egyéb akadály) előtt való áthaladás",47.4810361111111,19.0933194444444,0,1,0,2,gyalogos,5.0,POINT (19.0933194444444 47.4810361111111)
804,14642,2016-05-27,2016,Budapest VIII. kerület,batsányi utca,,könnyű sérüléses,Menetirány szerint a JOBB oldalon várakozó járműnek ütközés,egyéb,egyéb,47.4798111111111,19.0930222222222,0,0,1,2,jármű-jármű,1.0,POINT (19.0930222222222 47.4798111111111)
805,14673,2016-05-30,2016,Budapest VIII. kerület,vajda péter utca,,könnyű sérüléses,"Egyéb, azonos irányba haladó kanyarodó járművek  ütközése.","irányváltoztatási, haladási, bekanyarodási hiba",egyenes irányban haladó jármű forgalmának akadályozása,47.4819444444444,19.104275,0,0,2,2,jármű-jármű,2.0,POINT (19.104275 47.4819444444444)
806,14677,2016-05-30,2016,Budapest VIII. kerület,baross utca,német utca,könnyű sérüléses,"Keresztirányból érkező, egyenesen haladó járművek ütközése",egyéb,"rendőr, vagy lámpa jelzésre nem állt  meg",47.48975,19.0742472222222,0,0,1,2,jármű-jármű,1.0,POINT (19.0742472222222 47.48975)
807,14684,2016-05-30,2016,Budapest VIII. kerület,kerepesi út,,súlyos sérüléses,"Utoléréses baleset két vagy több résztvevővel, az egyik megállt","irányváltoztatási, haladási, bekanyarodási hiba",követés távolság be nem tartása,47.4995361111111,19.0832972222222,0,1,0,2,jármű-jármű,5.0,POINT (19.0832972222222 47.4995361111111)
808,14717,2016-06-02,2016,Budapest VIII. kerület,koszorú utca,magdolna utca,súlyos sérüléses,Gyalogos elütése útkereszteződésen kívül,sebesség nem megfelelő alkalmazása,"az útviszonyokhoz (az út vonalvezetéséhez, útburkolat minőségéhez)",47.4907805555556,19.0796333333333,0,1,1,1,gyalogos,6.0,POINT (19.0796333333333 47.4907805555556)
